,security_id,date,close,adjusted_price
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-09,24.1300,24.1300
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-10,24.2800,24.2800
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-11,23.2500,23.2500
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-12,22.6800,22.6800
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-13,21.9000,21.9000
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-14,22.8900,22.8900
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-15,22.8900,22.8900
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-16,22.8900,22.8900
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-17,23.4500,23.4500
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-18,22.5500,22.5500
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-19,22.6900,22.6900
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-20,22.5000,22.5000
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-21,21.9200,21.9200
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-22,21.9200,21.9200
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-23,21.9200,21.9200
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-24,20.9200,20.9200
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-25,20.6700,20.6700
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-26,20.8900,20.8900
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-27,20.4900,20.4900
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-28,20.1000,20.1000
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-29,20.1000,20.1000
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-30,20.1000,20.1000
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-31,19.5300,19.5300
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-08-01,19.6300,19.6300
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-08-02,20.4100,20.4100
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-08-03,19.5400,19.5400
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-08-04,19.1800,19.1800
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-08-05,19.1800,19.1800
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-08-06,19.1800,19.1800
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-08-07,19.1500,19.1500
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-08-08,19.1000,19.1000
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-08-09,18.5700,18.5700
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-08-10,19.0200,19.0200
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-08-11,18.9900,18.9900
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-08-12,18.9900,18.9900
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-08-13,18.9900,18.9900
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-08-14,19.2100,19.2100
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-08-15,19.7900,19.7900
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-08-16,20.4400,20.4400
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-08-17,20.1700,20.1700
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-08-18,19.7100,19.7100
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-08-19,19.7100,19.7100
